ID,URL,Type,Corpus,Date,Dateline,Place,Topic,Title,Body,Notes,Snippet,Context,Summary
Review: 55 : Amazon Echo - Black,null,0,Amazon Review,Sun Nov 29 00:00:00 EST 2015,"November 29, 2015",null,Amazon Echo - Black,null,I really don't understand how anyone could give this a good review. Alexa does not help with much of anything outside of telling the weather and working as a timer. It also serves as a decent music player but even with Amazon Prime - the music collection is not as extensive as google play. I am tired of Alexa telling me she does not know answers or does not understand question. Our family is extremely disappointed in this product and will look to return it.,null,null,,null
Review: 435 : Amazon Echo - Black,null,0,Amazon Review,Thu Apr 07 00:00:00 EDT 2016,"April 7, 2016",null,Amazon Echo - Black,null,"What a wonderful surprise after we received echo. The setup took less than 5 minutes and we were away and running. After such an easy installation it only got better & better. Alexa has the potential to completely transform the functioning in our home. It understands two distinct Asian accents better than cortana/ Siri or any other voice activated system that we have used. The access to music, information, entertainment is awesome and mind changing. I can't wait to connect it other devices in the home and see how everything connects together. Apple you have a challenge on your hands inside the home because echo is really a joy to have.",null,null,,null
Review: 281 : Amazon Echo - Black,null,0,Amazon Review,Mon Dec 14 00:00:00 EST 2015,"December 14, 2015",null,Amazon Echo - Black,null,"I have had this for about a week now and have been putting it through the ringer. Here is my review: The GOOD: This comes beautifully packaged and has a good sturdy feel to it weight wise. This was very easy to set up and I had it up and going in about two minutes. This is entirely voice activated. Although the speakers are not Bose quality they are ok and are very loud. I had to shout at Alexa to turn the music back down. I really like how responsive and fast it is. It does music really well but is limited to only playing Amazon Prime music, or you can upload 250 of your songs to the Amazon Cloud drive for free, or you can connect it to a Bluetooth phone or audio device to listen to the music on your device. The BAD: It does not integrate with my Micasaverde Veralite home controller, but it will with other home automation devices like Phillips Hue bulbs or WeMo devices and Insteon devices. You however cannot control door locks or Nest Thermostats with this either. It has to be plugged into an AC 120v outlet, it does not have a rechargeable battery which is very inconvenient when moving from room to room. To sum it all up, the Amazon Echo is a cool gadget as of now. The main thing that it does well is play music hands free and can give you your daily news brief and the weather. It is pretty good in the kitchen with measurements, conversions, timers and alarms. If you think this is worth it to you, then go for it. I paid $149 for it on Cyber Monday and am really glad that I got in on this discount. Siri can do the same thing that the Echo can and if you pair your Siri phone to a bluetooth speaker then you have the Amazon Echo. I feel that the price should be no more than $99. Until Amazon lets this get more integrated with other devices like itunes and more home automation systems, I would not buy this again. Please vote if this review helped you.",null,null,,null
Review: 184 : Amazon Echo - Black,null,0,Amazon Review,Fri Dec 04 00:00:00 EST 2015,"December 4, 2015",null,Amazon Echo - Black,null,"I originally gave this 5 stars simply for the initial cool factor. But now having it for a few weeks, I am now getting really upset about a few things. See below (and if someone from Amazon could email me about these I would change my stars back to 5): 1. Amazon needs to provide tutorials for the Echo. Period. There should be no reason I need to go to user created sites to learn how to use this device for things other than news, music and traffic. 2. Goes back to 1 - need help with triggers. 3. Even though Amazon posts the compatible hubs that work with the Echo, I found out the hard way that you CANNOT use all the devices that the hub supports via the Echo. Case in point - an Ecobee thermostat. This needs to be clearly stated on Amazon and it is not. And if I would have known this, I wouldn't have purchased the hub, 36 bulbs, camera, door lock and thermostat!!!! This s*** ain't cheap amazon!!! 4. I tried to switch from Pandora to Amazon Music Prime to use with the Echo. I even paid the $25 to upload my entire music library from iTunes to Prime cloud. Nope. This won't work for me either. Here is the reason why - Amazon doesn't tell you that after about one hour (sometimes even less), the Echo will stop playing the Prime playlist. It doesn't matter what category or playlist you want to play on the Echo, it just stops playing music. Pandora plays until you tell it to stop. This is a known issue and I found others online with the same problem with no fix in site. 5. Things over the same network....I am not a programmer, but you would think that if there are other things hooked up to the same wireless router that are ""smart"", you would be able to at least turn them on and off with the Echo. Case in point - Xbox One. Xbox One has the ""always on"" feature which allows it to wake up on voice command. Why on earth can't you just tell the Echo to turn it on? It is on the same network. Other things like smart tv's, etc should be able to do the same. I asked technical support and they said each mfr of the device needs to write codes for this. Simply silly. The Echo would be a GREAT product IF Amazon could just provide their customers with very specific tutorials and have the ability to control things via the approved hubs. And, Amazon Technical Support is top notch! BUT, all this thing can do right now is the basic stuff and play Pandora music. Creating a $179 paperweight....",null,null,,null
Review: 80 : Amazon Echo - Black,null,0,Amazon Review,Fri Aug 14 00:00:00 EDT 2015,"August 14, 2015",null,Amazon Echo - Black,null,"This review was written within one week of receiving the Echo. I'll update and extend this review soon. What you get is really two pieces: The first is Echo, the hardware. It is, intentionally, simple so as to not require software updates. The second piece is Alexa, a cloud-based voice interface service. As the two are flexibly linked, the Alexa service could also become available on other devices such as cell phones, tablets, and other smart, Internet connected hardware that have microphones and speakers. However, for now, the Alexa functionality seems targeted to the role that the Echo can play in your day-to-day life. However, the converse is not true: the Echo hardware can only work with the Alexa service. Although Echo can respond when the Internet connection is interrupted, it becomes as dumb and useful as a rock. The reason I shelled out for the Echo is the API. Amazon is clearly hoping to create a developer ecosystem for the cloud side of this device, which is built around one of the least known and used services of AWS, ""Lambda"". That's as technical as I'll get. The bottom line is that owners of this device can expect the features offered to mushroom, all without having to update their Echo. The updates will occur in the cloud and become instantly available. The echo itself is essentially a cloud-connected speaker and microphone. It's meant to be a piece of furniture that doesn't move. You set it up at a central location in your home, plug it in, and forget about it. It has sufficient volume to fill a room, but it's not a replacement for your kick-ass sound system, and wasn't intended to be. It's technically possible (by writing software) for the Echo to control that kick-ass sound system though, should it have remote control capability! This is unrelated to its ability to function as master control for your home automation gear for controlling lights, appliances, and garage door. Impressively, Alexa was able to play my favorite Internet radio station out-of-the-box with no configuration! ""Alexa, play tune-in station Radio InfoWeb"" - The syntax is a bit inhuman, but is understandable by both humans and Alexa. By comparison ""Alexa, play Radio InfoWeb"" works sometimes, for this particular station. The keyword ""station"" (undocumented) disambiguates the name of the radio station. Next: why that could vary from station name to station name. At present, Alexa is tied to the limits of its syntax and natural language parser. This can, and has, improved with more development on Amazon's part. In the meantime, the syntax creates a limited namespace. A bad development could be if Amazon plans to exploit or monetize that real estate. They are certainly positioned to do that. That's the kind of anti-competitive force that could limit Alexa's capability rather than expand it. The syntax is left-to-right in terms of increasing specificity. All commands start with the ""wake up"" word, followed by an action (for which there may be synonyms), followed by the name of the skill provider (which will likely be third-party). These just popped up on the app a few days ago, trumpeted as ""Alexa's first new (third party) skills"": ""Alexa, launch Crystal Ball"" is not particularly natural syntax, but allows you to play ""magic 8 ball"" with Alexa ""Alexa, open math puzzles"" is again not terribly natural syntax, but the puzzles might keep the kids busy (if you threaten them right) ""Alexa, ask StubHub what's happening this weekend"" - this uses Alexa's published syntax, where ""ask"" means ""pass the rest of the request on to a third party provider"". StubHub didn't know of anything going on in the major city I live in. Room for improvement by StubHub! ... but you get the point. There will likely be an endless stream of ""apps"", some of which may be useful as with iOS and Android. On the other hand, Google failed to find the ""killer app"" for Google Glass in this manner. However, Alexa doesn't need a killer app to be worth buying (in my opinion), and it's 1/10th the price of Google Glass. Echo is a cross between 'computer' in Star Trek and an awesome voice-controlled Internet radio. Other reviews enthuse about the details there, so I'll stop. Amazon has clearly staked out some territory for its own future expansion. If you ask it for the location of a restaurant, for example, Alexa replies ""Business information is not yet available"", hinting that it will be soon: ""Alexa, what's the number for the Foobar Restaurant in Lower Slobbovia?"" Yes, the Echo is potentially invasive of your security. One has to trust Amazon, and there's not much reason to do so based on history. There is some transparency, in the sense that Echo's recordings of your voice (and sound environment) are immediately available on the app. So you can hear whatever Amazon (and, of course the NSA) have heard. However, there is currently no way to delete this history all-at-once. Something Google, for example, provides for. You have to delete the ""card"" associated with each command one-at-a-time. A real pain if you use Alexa a lot. Tat doesn't delete your voice recording history. Presumably this will be fixed ""real soon now"", once the NSA has perfected snatching their copy (and storing it on AWS storage at taxpayer expense) before Amazon expires or erases their copy. The Federal government protecting itself from you at great taxpayer expense while erasing our privacy makes me so proud to be American! Echo streams music pretty well. Streams from TuneIn, which is simply a directory of streams of varying quality and connectivity. ""I Heart Radio"" lets you hear what ""Big Music"" and their stooge Clear Channel Broadcasting wants you to hear. But Echo starts up the stream VERY quickly (seems Alexa is pre-queuing the stream while she speaks). However, it's not robust... if the stream glitches or the TCP connection is broken, Alexa doesn't retry, she just goes silent. This is dependent on the robustness of your Internet connection. Sigh, well, iOS and Android apps are STILL struggling to get this right. Folks complain about Echo's sound quality, but it's good enough to expose the grainy, nasty sound quality of MP3 lower bandwidth streams that are still the majority. Alexa wasn't capable of playing better quality non-MP3 streams at this writing. Alexa only knows MP3 (it seems) which has the WORST sound quality of any of the common audio encodings. Amazon: any chance of getting say, Vorbis or Opus open source codecs happening in Echo? Echo CAN be muted. One of the two dedicated buttons on the top is a mute button. Pressing it causes Alexa to light up red, like an expensive conference phone in a corporate office would. However, I'm waiting for independent confirmation that Alexa can't hear when in this state. I'm very sound oriented. For example, in the morning, I'd rather not open my eyes right away. After it wakes me with her too-pleasant and not-configurable alarm sound (although the alarm features have improved several times since I got my Echo), I can give it commands without having to open my eyes. First thing in the morning, a news capsule, weather forecast, traffic report on the commute to work, what's on my calendar, and to-do list are all extremely helpful, all without eyes open. Likewise, at night you can have Alexa read you to sleep with an Audible book. You can adjust the volume, and control the reading with your eyes tight closed and head comfortably on the pillow. That's IF Alexa is in your bedroom. I never subscribed to Audible until I got the Echo. It's a match made in heaven, or at least, my bedroom. Since I got the echo, sleep timer features have been added that work with Audible, streaming Internet radio, and other features. Some people may want to have multiple Alexas for different parts of their home. Update 9/21/2015 The Alexa (not Echo) rollout seems to be gathering steam, as it now appears in the fire-stick and fire-box products so long as you get the remote-with-microphone. But, I am sad to report, the alexa.amazon.com website is no longer usable by me. It's been so spammed up with analytics, cross-domain javascript calls, cookies, flash cookies, and HTML5 raids on your hard drive that my browser will no longer deal with it. This is the stuff _everyone_ should complain about. Some companies listen (Amex cleaned up its site after I complained), and some don't -- at their own peril. I'm still (reluctantly) using the Android app even though I'd probably burn my phone if I knew the full extent to which Amazon is getting up in my bidness. Update 7/5/2016 Echo consumes 3.1 Watts (6.3 VA) as measured on a Kill-A-Watt. Not bad for an always-on device! By comparison, Amazon tap consumes 9.0 W (15.0VA) when on and charging By comparison, Amazon FireStick w/ Voice consumes 2.5 W (5.0 VA) when plugged in with provided power brick",null,null,,null
Review: 414 : Amazon Echo - Black,null,0,Amazon Review,Wed Apr 20 00:00:00 EDT 2016,"April 20, 2016",null,Amazon Echo - Black,null,Ok so I was an early adopter and got my Echo when it first came out. Honestly I just bought it on a whim. Little did I know it would be part of my everyday life. I probably don't use half of what it is capable of but the things I use it for are Weather and news. I listen to these a couple of times per day like when I am getting ready for work. I use Tunein radio as well for news on the Echo Music. Prime music as well as Pandora. If the music is not part of Prime then I upload my own music to prime and it plays it. I even take the Echo on my patio or in my garage when working. The sound quality is great. Random Question. If I need to know the time in another state or country I just ask. Sports scores just ask. I am ordering a dot now to go with my Echo so I have access to more things upstairs,null,null,,null
Review: 262 : Amazon Echo - Black,null,0,Amazon Review,Sat Sep 05 00:00:00 EDT 2015,"September 5, 2015",null,Amazon Echo - Black,null,"This thing is less intelligent than my phone's voice search. It has to be plugged in (no battery) and it cannot even answer ""when does the NHL season begin"" or ""what is the current score of the Tampa Bay Rays game?"". I was given a Logitech Bluetooth speaker for ordering off Uline that I'm happier with. Two stars only because it gets loud!",null,null,,null
Review: 197 : Amazon Echo - Black,null,0,Amazon Review,Tue Jul 07 00:00:00 EDT 2015,"July 7, 2015",null,Amazon Echo - Black,null,"I was going to give Echo and Alexa only 4 stars (4.75 was what I wanted to rate it) but I read another review and it was funny enough to make me forget what I thought was wrong with this thing. So 5 stars it is. Since my kid with her iPhone is the next best thing to a direct connection to the internet, I can only compare Alexa to her. Alexa is doing a pretty good job for her first day of work. And Amazon, thanks for shipping this earlier than expected. Oh, now I remember; there is no Windows Phone app for Echo. I'll leave the rating at 5 stars since the web app/page worked fine. To configure Echo, you will need a Wi-Fi device. If you have only an Echo and a non-wi-fi computer wired to your network, you will have a bit of a problem. Aside from the Echo configuration problem you will have, you are also living in the dark ages. Anyhow, you will need to connect to Echo somehow to configure it for your network. The web app asked me to switch my laptop to the Echo Wi-Fi network temporarily while I selected the actual Wi-Fi network and password to use. Like I said, if you just have stone tablets, wood spears, and only a wired network connection on your computer, you might be in trouble. [edit 8/21/2015] I lowered my rating because the echo does not support WPA2 enterprise login. Any network that requires both a user name and a password can't be accessed. That makes this useless at the university! Amazon cut out an entire university from it's potential customers. I suspect that most every major university requires an enterprise-styled login. So, if your network asks for a user name to go with the password, this won't work.",null,null,,null
Review: 76 : Amazon Echo - Black,null,0,Amazon Review,Sat Dec 12 00:00:00 EST 2015,"December 12, 2015",null,Amazon Echo - Black,null,"***Updated 9/14/16*** I have re-gifted my Alexa. Alexa is currently at my grandmothers house by her bedside playing inspirational Christian songs to help her deal with the recent passing of my grandfather whom they have been married for 63+ years. I've taught her how to ask Alexa for bible verses or to a play a song when she may need to hear one. I initially bought her a touch screen android tablet but that wasn't as effective for her to use at her age. But because of Alexa's voice recognition it is much more easier for anyone at any age to interact with her. And even more cool is the fact that I can remotely control what she wants to listen and adjust it to her needs. She calls asking me for a song that I immediately add to her music library and it's a way for me to be there for her without actually being there, which is the best thing for me. I plan on adding some custom MP3 recordings so she will hear a familiar voice every now and again. But the point of me writing this is to show how this piece of technology can bridge the generational gap between age and technology in a way that is powerful and healing to the human soul . I'm so glad that I was introduced to Alexa and I have given her as a gift to my grandmother who needs her more than I do right now; especially since she is alone at night (the home health aide is only around 5 hrs / day). And the voice control and response is phenomenal for someone like her who cannot move fast due to cervical fracture from falling off her bed and having a cholecystectomy. I will have to get myself another Alexa in the future but for now she is consoling the broken heart of an 80 year old woman who just lost her husband. I never imagined this piece of technology would transcend human caring, but it totally has. God Bless Alexa, Ugine",null,null,,null
Review: 470 : Amazon Echo - Black,null,0,Amazon Review,Wed Jul 08 00:00:00 EDT 2015,"July 8, 2015",null,Amazon Echo - Black,null,"Good Gawd. I'm Blown away by how much fun it is to talk to ""Alexa"". {wish we could pick our own name]. Took a bit to get Echo to communicate with my WiFi for some reason, but then Bam, my world of music expanded expotentially. Ask for a specific version of a song and it's usually yours, fast. Don't know whose speakers are used but they sound great for such a small box. Now the Echo isn't really an AI but it's as close as it comes for the price. Sometimes you have to refrase a question or request, but the damn thing is pretty smart and very fast. Now to find a way to make it cordless. How cool this is. Update: after enjoying the Echo for over a month it seems to be getting dumber instead of smarter and just stops for no apparent reason. I'm not as enthused with it as I once was. Maybe it's just the novelty has worn off. I find myself going back to my computer to play music.",null,null,,null
Review: 155 : Amazon Echo - Black,null,0,Amazon Review,Tue Jul 07 00:00:00 EDT 2015,"July 7, 2015",null,Amazon Echo - Black,null,"Have had the Echo for about a week, was lucky to get it by invitation before the price went up without a remote. Has been working very well, with definite areas of needed improvement. My wish list would include a much improved search engine like ""OK Google"", multiple list making capabilities, being able to add events to my Google calendar, a birthday list where I could ask ""when is so and so's birthday?"", but the main thing would be the search engine. Despite my wish list, I still give it a 5 star rating because it really is an amazing device: useful, entertaining, heck, it's just fun to use! I happen to like the remote, and in fact just yesterday had a lot of fun messing with some young house guests we are currently watching. Their eyes practically popped out of their head when Alexa had a ""conversation"" with them, knowing their names, and telling them it was time for bed! Like I said, a device like this is fun. I have read probably every article put out about this device, and it's ridiculous some of the ridicule it has received based on what it can't do yet, or how it compares to similar devices. The fact that it does what it does, and does it well while being fun to use makes it a worthwhile purchase. I highly recommend this to anyone considering getting one.",null,null,,null
Review: 45 : Amazon Echo - Black,null,0,Amazon Review,Fri Dec 04 00:00:00 EST 2015,"December 4, 2015",null,Amazon Echo - Black,null,"Really interesting device in the process of becoming useful. I know that sounds strange-- however, I have had it for a few weeks and I can see how with further development it could be more than a toy and more than just another Siri. Here are my impressions. It is a very decent bluetooth speaker about the size and weight of a wine bottle. The sound is crisp and has depth. This function alone is worth the price. The voice-based internet connectivity is compelling. It hears and understands whatever you direct at it ( 'Alexa.... tell me the time') just about flawlessly. You have to remember to say the attention signal (Alexa or Amazon) and then wait a beat before you continue otherwise your command will get lost. Response time is excellent with no lag that I have noticed in most cases. Voice commands need to be delivered within 10 feet or so if the room is not abnormally noisy. In a quiet space (no tv, music or conversation) commands can be issued from 30 feet away or more Many basic 'skills' as Amazon calls them are built into the program: tell me the time, the date, the weather etc. It also interfaces with some home automation ( I happen to use Wink) systems so you can say ""Turn off the kitchen light"" or 'turn on all lights' and Alexa will say 'OK' and turn on those lights. This also works flawlessly-- or at least as well as Wink does. You need to have home automation (switches and hub) to do this. Alexa has access to Pandora, Spotify and Amazon Prime Music-- so you can ask to play your Pandora Stations, adjust the volume or listen to any specific artist available on Amazon Music using your voice. Pretty cool. You cannot have a conversation with Pandora in the sense that you can refine your request to Pandora in a series of questions. Each command you issue more or less stands by itself. Pandora does not yet ask 'Did you mean...' as a way of clarifying your request and giving you a chance to alter it. So for example, if you ask Alexa to ""Play some Louis Armstrong"", it will. But if you then say ""Don't play anything before 1952"" you will accomplish nothing. You will not feel as though you are talking with a human (even a not very bright one) ever. Now about those 'skills.' Skills are Amazon's word for what you would think of as an 'App' on a phone or tablet. There are a few dozen that I am aware of at the moment and they are all free for the time being. There are word games, silly games (Ask Daddy is a funny one. You say ; Ask Daddy' and a request. ALexa answers ' Daddy says no.') It's cute. But the skills format requires that you remember the specific skill you want to invoke. For example, if you want to know what is going on in your town and the skill is called 'Goings On', you would say ""Alexa... Ask Goings On what's happening tonight"" Ideally, Alexa will give you a rundown of local events near to whatever address you have entered as your primary location. But if you forget that the skill is called 'Goings On' or you happen to say 'Going On' or 'What's Happening', Alexa will say ' I don't know what you mean.' For skills that you use over and over, you will get the hang of it I suppose. But the skills format makes trying new skills more difficult since you need to know exactly how to make your request for ALexa to respond and then remember it the next time you want to use it. The Alexa app (on your phone or tablet only) will provide the format--but obviously, if you need to refer to the app, you might as well just google it. I don't think this skills format will be successful in the long run since it is counter to intuitive native speaking. Amazon will need to figure out how to get Alexa to open the proper application (skill) to answer the question you are posing to really make it exciting. Another little bummer is that Alexa uses the bing search engine and this is non-negotiable. Your usual google requests will not always be answered the way that you expect them to. This is very much a work in progress. IN that way, it is very exciting to see how the programmers deal with the challenges that are thrown at them. The goal, of course, is to get to a device to which you can make requests verbally in idiomatic spoken english and receive the answer you had in mind. After that, ongoing connectivity in the 'internet of things' will eventually make this an indispensable device in whatever format it eventually grows into. 'Tea, Hot. Earl Gray"" will become something that Alexa can provide for you rather than provoke a programmed easter egg. try it. The biggest test for this device will come sometime in the future. Will we be able to speak to it and have rudimentary but useful conversations (rather than simple specific formatted requests) leading to answers or actions? I suspect we will.",null,null,,null
Review: 102 : Amazon Echo - Black,null,0,Amazon Review,Tue Sep 08 00:00:00 EDT 2015,"September 8, 2015",null,Amazon Echo - Black,null,"I was first exposed to the Echo when my son-in-law purchased one during the 'invitation only' period early in the life of the product. At the time I thought it was cool, but of limited value. However, over time I widened my horizons a bit and thought about others in the household. While I am a true geek, my wife is not. She watches toddlers in our home and her day is hectic. Most of the time, if she wants something from the computer, she'll ask me. When I thought about the type of things she asked, I found that most of the requests could be performed by the Echo. At that point her birthday was coming up so the kids and I put together our pile of dough (it's not cheap) and purchased one. First, it's a nice looking machine. It has very clean lines, a glow ring on top (activates when you ask it a question), and you can really put it anywhere and it will look good. Hooking it up the wifi was a breeze, and if you have Prime (as everyone should!) it makes it even nicer. The controls on the device itself consist of a power button and a mute button. All other controls operate from voice or from the phone app or computer. I would best describe the Echo as a speaker with a brain. The amount of things it can do is only limited by your imagination. On top of that they continue, monthly, to release new features. To activate it and have it answer a question, you use a key word. The only two available are 'Amazon' or 'Alexa'. Please choose Alexa, it just sounds more normal. We tried doing the Amazon one for awhile but it sounded like a bad commercial every time we asked a question. Basically you ask or direct Echo to do something using the key word; 'Alexa, tell me the weather for Thursday'. She will respond. If you did not say the key word, she will not respond (Can you imagine if you didn't have a key word? She'd never shut up!) One very slight issue with the key word is that when a commercial comes on the television for the Echo, it will respond to it when the actor asks, ""Alexa, how far away is Mercury'. It's amusing, but something to be aware of, especially since you might have your Echo set loud, and it can startle you. Volume is voice activated, e.g., ""Alexa, volume up' or ""Alexa, voume 8"". You will quickly get comfortable with the right setting. As I mentioned, my wife is not a geek. So, first let me tell you her favorite things to do with the Echo: -Songs: If you have Prime you know there are literally 100's of playlists. For kids there must be a good 50, and during the day my wife will ask ""Alexa, play Campfire Songs for Kids' or one of the other playlists. The toddlers love it, and there is a vast selection to choose from. -Weather: Once you set it up, the Echo will default to weather where you are. You can also ask for weather in other places. You can also ask specific weather questions, such as, ""Alexa, is it going to rain on Friday?"" My wife must ask for the weather 10 times a day. -Information: Echo is able to access Wikipedia. So, if she's reading a story she will often enrich it by asking a question (or having one of the kids do it) dealing with the story, such as ""Alexa, what was the American Revolution"". Echo's responses seem to run about a paragraph or two of content, so it does not rattle on and on. -Spelling: WIth kids that age, my wife works on spelling. So, the kid will ask the Echo how to spell certain words. -Bingo: A new addition, Echo will be the moderator of a game of Bingo, giving out the numbers. -iHeart Radio: The Echo will access iHeart Radio, so if you do not want to listen to a playlist, you can verbally tune into iHeart radio and pick a selection that fits your mood, 'Alexa, play iHeart radio, classic rock"" -Alexa, Our Friend: If you get the remote you can have a little fun with the younger ones. I work out of the house a couple days out of the week. Often down in our family room, while the toddlers stay in the upper living room. If you take the remote and say, ""Alexa, Simon Says-Hello everyone, how is your day today?"" Alexa will repeat whatever you say after 'Simon Says'. Younger children are mesmerized by this, especially when you personalize it, ""Alexa Simon Says, Macy, how was preschool today?"" You can do this, like I do, from a nearby room and most effectively if you are able to hear the kids. Then you can have Alexa respond to individual questions, until she gets 'tired and has to take a nap'. With the remote you can also talk very softly to make sure you are not overheard. Geeky Things: While I like all the things my wife does, there are some other things I find myself using it for: -News: On the app there is a large selection of news sources/topics. You can check what you want to hear, and then ask, ""Alexa, give me news/flash briefing"" Alexa will then go through the news that you are interested in from various sources, such as BBC, ESPN, etc. The ability to hear a quck update on specific types of news is amazing. -Bluetooth: I have an iPhone. On it I have a variety of apps, including Sirius radio. You can connect your Echo to your phone via bluetooth and it will play anything you are doing on your iPhone, from Siruis Radio to iTunes to game soundtracks.With that type of connection the uses for the Echo expand expotentially to include not only music and radio like Pandora, but to podcasts, audible books, etc. Just. Amazing. The only thing to be careful of is making sure you disconnect your bluetooth connection when you are done. Otherwise Alexa will not be able to access her info. Verdict: Addicting. If you asked me a month ago how much I would use the Echo, I would have said 'occasionally'. Now? daily. Very soon you begin to take it for granted, much like you do any other information source. The only difference is that this one is much easier to use, and actually kind of fun. Sort of like having a personal assistant. It would be even more fun if you could have additional voices to choose from! Regardless, Amazon keeps adding features (you can even ask Alexa, 'Alexa, what new features do you have', and it will tell you. So. Cool. One result of the Echo for my wife is that she listens to much more music than she has in the past. It's just so easy.",null,null,,null
Review: 419 : Amazon Echo - Black,null,0,Amazon Review,Tue Dec 29 00:00:00 EST 2015,"December 29, 2015",null,Amazon Echo - Black,null,"I got my Echo for Christmas and I love it! While it takes a bit of getting used to we have figured out the proper way to speak to Alexa to get things done. My best Alexa story so far... My 6 year old grandson was very excited to play with Alexa on Christmas Day so we told him he could ask her a question. Sure enough he asked ""Alexa, is there really a Santa Claus?"" My husband and I looked at each other in horror and after what seemed like a thousand years but really was a couple of seconds Alexa replied"" I have not met him personally but I have heard good things about him..."". Well done Amazon! We didn't need that information running through the family Christmas party with seven grand kids under 7!!",null,null,,null
Review: 120 : Amazon Echo - Black,null,0,Amazon Review,Mon Jun 20 00:00:00 EDT 2016,"June 20, 2016",null,Amazon Echo - Black,null,"I received the echo as a Father's Day gift. Amazon was nice enough to take it back. Disappointed that it is not really ""portable"", but more importantly, found Alexa saying it did not understand the question more than she actually did.",null,null,,null
